"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"US1MIIH0050","MASON 6.1 N, MI US","2021-11-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2021-11-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2021-11-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2021-11-12",,,,,"0.16",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2021-11-13",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-02",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-04",,,,,"1.03",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-07",,,,,"0.19",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-15",,,,,"0.14",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-16",,,,,"0.13",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-17",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-19",,,,,"0.28",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-22",,"    3","0.41",,,,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-26",,,,,"0.42",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-27",,,,,"0.11",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-29",,"    2","0.05",,,,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-05-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-01",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-02",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-03",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-04",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-06",,,,,"0.08",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-07",,,,,"1.35",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-08",,,,,"0.13",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-09",,,,,"0.22",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-15",,"    2","0.04",,,,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-20",,,,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-26",,,,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-06-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-05",,,,,"0.62",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-06",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-07",,,,,"0.11",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-08",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-09",,,,,"0.06",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-12",,,,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-14",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-16",,,,,"0.25",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-18",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-23",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-24",,,,,"0.95",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-25",,,,,"0.06",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-28",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-29",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-07-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-02",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-04",,,,,"0.67",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-05",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-06",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-08",,,,,"0.51",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-14",,,,,"0.51",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-15",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-21",,,,,"0.50",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-22",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-23",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-26",,,,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-29",,,,,"0.08",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-30",,,,,"0.76",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-08-31",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-11",,,,,"0.09",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-12",,,,,"0.72",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-25",,,,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-26",,,,,"0.15",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-27",,,,,"0.11",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-28",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-09-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-05",,"    6","0.00",,,,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-07",,,,,"0.08",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-12",,,,,"0.38",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-13",,,,,"0.26",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-14",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-15",,,,,"0.09",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-18",,"    2","0.44",,,,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-19",,,,,"0.18",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-20",,,,,"0.06",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-21",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-26",,,,,"0.20",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-27",,,,,"0.24",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-10-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-02",,"    3","0.40",,,,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-05",,,,,"0.10",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-10",,,,,"0.10",,,,,,,,,,,,,,,,,,,,
"US1MIIH0050","MASON 6.1 N, MI US","2022-11-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-01",,,,,"0.30","0.3","2.5",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-08",,,,,"0.03","0.5","0.5",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-10",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-11",,,,,"1.83",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-12",,,,,"0.52","1.5","1.5",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-14",,,,,"0.00","0.0","1.0",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-18",,,,,"0.73","5.0","5.0",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-19",,,,,"0.20","2.0","6.0",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-21",,,,,"0.00","0.0","4.5",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-22",,,,,"0.00","0.0","4.0",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-01-23",,,,,"0.00","0.0","4.0",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-01",,"    8","0.05",,,,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-02",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-06",,,,,"0.03","0.3","0.3",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-07",,,,,"0.19","3.0","3.0",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-08",,,,,"0.11","1.8","4.0",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-10",,,,,"0.15","1.5","5.5",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-02-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-05",,"   22","0.22",,,,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-06",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-10",,,,,"0.25",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-11",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-13",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-17",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-19",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-20",,,,,"0.30",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-23",,,,,"0.14","1.5","1.5",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-24",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-27",,,,,"0.12",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-28",,,,,"0.83",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-29",,,,,"0.45",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-30",,,,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-03-31",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-04-01",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1MICT0003","DE WITT 1.2 W, MI US","2020-04-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
